Category,Brand,Ttile,SKU Code,SKU Length,MRP,Case Pack,HSN,GST%,EAN/UPC,ASIN,FSN,BB ID,Blinkit ID,Swiggy ID,Zepto ID,Jiomart Id,Super daily,Margin to RK (ASP),Margin to CRPL (ASP),Margin to Blinkit (MRP),Margin to Swiggy (MRP),Margin to Dunzo (MRP),Margin to Bigbasket (MRP),Margin to Zepto (MRP),Margin to FK Grocery (MRP),Margin to RK Fresh (ASP)
Wet Tissues,Origami,Origami Luxuria Wet Wipes/Wet Tissue/Wet Facial Tissue - 15 x 20 cm - 20 Pulls Per Pack - Pack of 4-80 Wipes - Assorted Fragrances,LWW-20P-ASSORTED,16,380,12,33079090,18%,,B09V19HVQW,-,-,-,-,-,-,,,,,,,,,,
Toilet Tissue Rolls,Origami,"Origami 3 Ply Toilet Tissue Paper Roll - Pack of 60 (160 Pulls Per Roll, 9,600 Sheets)",SSTR10IN1100G3P_AZ_5,#REF!,"2,600",1,,18%,8906004863844-5,B079YYQZJD,-,-,-,-,-,-,,,,,,,,,,
Kitchen Towel Rolls,Good Karma,Origami Good Karma 2 Ply Kitchen Tissue Paper Roll,Papertowels-$p,14,180,16,48182000,5%,8906004867057,B0CYC4CGDX,-,-,,,,590309866,,,,,,,,,,
Paper Plates,Origami,Origami Disposable Party Paper Plates - 23cm - 200 Plates - Plain,,0,600,,48237090,18%,,B00X1IOA22,-,-,-,-,-,-,,,,,,,,,,
Paper Plates,Origami,Origami Pulp Plates Square | 170 mm | 25 pieces  | Pack of 2,ORPPS17cm25P,,260,48,48236900,18%,8906004861307-2,B0DG2ZJNX6,-,-,-,-,-,-,,,,,,,,,,
Paper Plates,Origami,Origami Pulp Plate round | 280 mm | 25 pieces | 4 cp | Pack of 1,ORPPR4CP28cm25P,,400,20,48236900,18%,8906004861369-2,B0DG2XWLY3,-,-,-,-,-,-,,,,,,,,,,
Paper Plates,Origami,Origami Pulp Plate round | 280 mm | 25 pieces | Pack of 1,ORPPR28cm 25P,,380,20,48236900,18%,8906004860577-2,B0DG2W5JHV,-,-,-,-,-,-,,,,,,,,,,
Paper Plates,Origami,Origami Pulp Plate round | 260 mm | 25 pieces | Pack of 2,ORPPR26cm25P,,560,24,48236900,18%,8906004861314-2,B0DG2XWP9S,-,-,-,-,-,-,,,,,,,,,,
Paper Plates,Origami,Origami Pulp Plate round | 260 mm | 20 pieces | 3 cp | Pack of 2,ORPPR3CP26cm20P,,580,24,48236900,18%,8906004865695-2,B0DG2YVJY4,-,-,-,-,-,-,,,,,,,,,,
Paper Plates,Origami,Origami Pulp Plate round | 230 mm | 25 pieces | 3 cp | Pack of 2,ORPPR3CP23cm25CP,,540,24,48236900,18%,8906004861321-2,B0DG2YYYVD,-,-,-,-,-,-,,,,,,,,,,
Paper Plates,Origami,Origami Pulp Plate | 230 mm | 25 pieces | Pack of 2,ORPP23cm25P,,520,24,48236900,18%,8906004860560-2,B0DG2YFMPV,-,-,-,-,-,-,,,,,,,,,,
Paper Plates,Origami,Origami Pulp Plate | 170 mm | 25 pieces | Pack of 2,ORPP17cm25P,,320,48,48236900,18%,8906004860553-2,B0DG2ZG4SX,-,-,-,-,-,-,,,,,,,,,,
Paper Plates,Origami,Origami Pulp Plate | 150 mm | 25 pieces | Pack of 2,ORPP15cm25P,,240,48,48236900,18%,8906004861291-2,B0DG2XRDGN,-,-,-,-,-,-,,,,,,,,,,
Paper Plates,Origami,Origami Pulp bowl | 110 mm | 25 pieces | 240 ml | Pack of 2,ORPB11cm25P240,,250,48,48236900,18%,8906004860584-2,B0DG2Y26QX,-,-,-,-,-,-,,,,,,,,,,
Paper Plates,Origami,Origami Pulp bowl | 110 mm | 25 pieces | 180 ml | Pack of 2,ORPB11cm25P180,,198,48,48236900,18%,8906004861284-2,B0DG2XCRHP,-,-,-,-,-,-,,,,,,,,,,
Paper Plates,Origami,Origami Pulp Plates Square | 170 mm | 25 pieces ,,,130,48,48237090,18%,8906004861307,,-,-,-,-,-,-,,,,,,,,,,
Paper Plates,Origami,Origami Pulp Plate round | 280 mm | 25 pieces | 4 cp,,,400,20,48237090,18%,8906004861369,,-,-,-,-,-,-,,,,,,,,,,
Paper Plates,Origami,Origami Pulp Plate round | 280 mm | 25 pieces,,,380,20,48237090,18%,8906004860577,,-,-,-,-,-,-,,,,,,,,,,
Paper Plates,Origami,Origami Pulp Plate round | 260 mm | 25 pieces,,,280,24,48237090,18%,8906004861314,,-,-,-,-,-,-,,,,,,,,,,
Paper Plates,Origami,Origami Pulp Plate round | 260 mm | 20 pieces | 3 cp,,,290,24,48237090,12%,8906004865695,,-,-,-,-,-,-,,,,,,,,,,
Paper Plates,Origami,Origami Pulp Plate round | 230 mm | 25 pieces | 3 cp,,,270,24,48237090,18%,8906004861321,,-,-,-,-,-,-,,,,,,,,,,
Paper Plates,Origami,Origami Pulp Plate | 230 mm | 25 pieces,,,260,24,48237090,18%,8906004860560,,-,-,-,-,-,-,,,,,,,,,,
Paper Plates,Origami,Origami Pulp Plate | 170 mm | 25 pieces,,,160,48,48237090,18%,8906004860553,,-,-,-,-,-,-,,,,,,,,,,
Paper Plates,Origami,Origami Pulp Plate | 150 mm | 25 pieces,,,120,48,48237090,18%,8906004861291,,-,-,-,-,-,-,,,,,,,,,,
Paper Plates,Origami,Origami Pulp bowl | 110 mm | 25 pieces | 240 ml,,,125,48,48236900,18%,8906004860584,,-,-,-,-,-,-,,,,,,,,,,
Paper Plates,Origami,Origami Pulp bowl | 110 mm | 25 pieces | 180 ml,,,99,48,48236900,18%,8906004861284,,-,-,-,-,-,-,,,,,,,,,,
Paper Cups,Origami,Origami Disposable Party Paper Cups/Paper Glass - 200ml - 50 Cups Per Pack - Pack of 4-200 Cups - Flowers,OG-DNEK-7FAD,12,720,10,48236900,18%,8906004863714-4,B08ZJGT2K3,-,-,-,-,-,-,,,,,,,,,,
Paper Cups,Origami,Origami Disposable Party Paper Cups/Paper Glass - 200ml - 50 Cups Per Pack - Pack of 4-200 Cups - Stars,ORCP200ML200COS,15,720,10,48236900,18%,8906004863714-4,B08ZJHMK6Z,-,-,-,-,-,-,,,,,,,,,,
Paper Cups,Origami,Origami Disposable Party Paper Cups/Paper Glass - 200ml - 50 Cups Per Pack - Pack of 4-200 Cups - Red Flower,,0,720,10,48236900,18%,8906004863714-4,B08ZJHNJ2B,-,-,-,-,-,-,,,,,,,,,,
Paper Cups,Origami,Origami Disposable Party Paper Cups/Paper Glass - 200ml - 50 Cups Per Pack - Pack of 4-200 Cups - Cakes & Coffee,,0,720,10,48236900,18%,8906004863714-4,B08ZJJ3773,-,-,-,-,-,-,,,,,,,,,,
Paper Cups,Origami,Origami Disposable Party Paper Cups/Paper Glass - 200ml - 50 Cups Per Pack - Pack of 4-200 Cups - Circles,,0,720,10,48236900,18%,8906004863714-4,B08ZJJGZ1P,-,-,-,-,-,-,,,,,,,,,,
Paper Cups,Origami,Origami Disposable Party Paper Cups/Paper Glass - 200ml - 50 Cups Per Pack - Pack of 4-200 Cups - Checks,ORCP200ML200COR,15,720,10,48236900,18%,8906004863714-4,B08ZJK9TFL,-,-,-,-,-,-,,,,,,,,,,
Paper Cups,Origami,Origami Disposable Rippled Glasses - Pack of 50(250ML),RIPPLE250ML5P,13,850,,48236900,18%,,B0CZ4BRGFH,-,-,-,-,-,-,,,,,,,,,,
Plain Napkins,Origami,Origami Luxuria 3 Ply Tissue Paper Party Napkins - 22 x 22 cm - 20 Napkins Per Pack - Pack of 4-80 Napkins,,0,,,,18%,,B09T3HMQ78,-,-,-,-,-,-,,,,,,,,,,
Plain Napkins,Origami,Origami Luxuria 3 Ply Tissue Paper Party Napkins - 33 x 33 cm - 20 Napkins Per Pack - Pack of 4-80 Napkins,,0,,,,18%,,B09T3M1Q53,-,-,-,-,-,-,,,,,,,,,,
Box Facial Tissues,Origami,"Origami 2 Ply Facial Tissue Soft Pack | Car Tissue - Pack of 3 (60 Pulls Per Box, 180 Sheets)",ORSOFTFT60PO3,13,180,20,48182000,18%,8906004869099-3,B0DC439SKY,-,-,-,-,-,-,,,,,,,,,,
Plain Napkins,Origami,"Origami 2 Ply Facial Tissue Soft Pack | Car Tissue - Pack of 3 (60 Pulls Per Box, 240 Sheets)",ORSOFTFT60PO4,13,440,,,18%,,B0DC42K255,-,-,-,-,-,-,,,,,,,,,,
Non-Woven Kitchen Towel Rolls,Origami,"Origami Non Woven Washable & Reusable Kitchen Towel Roll - Pack of 2 (200 Pulls Per Roll, 200 Sheets)",ORKTNW100PO1,12,321,28,56031200,18%,8906004868252,B0DC438275,-,-,-,-,-,-,,,,,,,,,,
Toilet Tissue Rolls,Origami,"Origami Luxuria 2 Ply Toilet Tissue Paper Roll - Pack of 6 (200 Pulls Per Roll, 1200 Sheets)",ORLUX12IN1140PO1,16,450,,,18%,,B0DC446RM6,-,-,-,-,-,-,,,,,,,,,,
Plain Napkins,Origami,Origami Multi Purpose Napkins (100 Pulls Per Box),ORMPN100PO5,11,460,,,18%,,B0DC4392RM,-,-,-,-,-,-,,,,,,,,,,
Plain Napkins,Origami,Origami So Soft 2 Ply Table Top Napkins 50 Serviettes Box - Pack of 3 ,,,,,,,,,NAPFTYA5HBPYMZSH,-,-,-,-,-,,,,,,,,,,
Plain Napkins,Origami,Origami 2 Ply Facial Tissue Soft Pack | Table Top Tissue (50 Pulls Per Box) | Pack of 3,ORNPTT32PO3,11,255,12,,18%,8906004869082-3,B0DC44WCHN,-,-,-,-,-,-,,,,,,,,,,
Pocket Tissues,Good Karma,Good Karma 3 Ply Eco-Friendly Unbleached Pocket Tissue - Pack of 1 (10 Pulls Per Pack),8.91E+12,8,50,,,18%,,B09LZ24VLW,-,-,-,-,-,-,,,,,,,,,,
Non-Woven Kitchen Towel Rolls,Origami,Origami Non Woven Reusable Kitchen Towel Roll - Pack of 1 (80 Pulls Per Roll),ORNWKTPO180,11,220,36,56031200,12%,8906004864155,B00E3QWNMU,-,-,,,,590308643,,,,,,,,,,
Pocket Tissues,Good Karma,Good Karma 3 Ply Eco-Friendly Unbleached Pocket Tissue - Pack of 1 (10 Pulls Per Pack),,8,50,,,18%,,B09LZ24VLW,-,-,-,-,-,-,,,,,,,,,,
Non-Woven Kitchen Towel Rolls,Origami,Origami Non Woven Reusable Kitchen Towel Roll - Pack of 1 (80 Pulls Per Roll),ORNWKTPO1801,11,220,36,56031200,12%,8906004864155,B0D9KKMJPB,-,-,,,,590308643,,,,,,,,,,
Garbage Bags,Origami,Origami Garbage Bags Medium Pack of 3,ORGOXOMP3,9,330,12,39206999,18%,8906004860850,B0CQZ9TWCV,-,-,-,-,-,-,-,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Wet Tissues,Origami,Origami so-soft-wet-wipes-cologne-flavour 25 pulls  ,SSWWCOL25P-1,12,95,48,33079090,18%,8906004863769,B01KHKCPGE,-,40001282,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Good Karma,"Origami Good Karma 3 Ply Unbleached Toilet Paper- Pack of 6-1,920 Pulls",GKTRP6P320P3-1,14,510,6,48181000,18%,8906004868955,B0B35XDPQ5,TPOGQ58ZZTHQFVHX,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Good Karma,Good Karma 3 Ply Toilet Tissue Paper Roll - Pack of 1 (320 Sheets),8906004867088,13,85,,,,,B08P9DXNX1,-,-,-,-,-,-,,,,,,,,,,
Toilet Tissue Rolls,Origami,"Origami 4ply Toilet Tissue Paper Roll - Pack of 4 (140 Pulls per Roll, 560 Sheets)",,0,540,,,,,B0D83BG8Z9,-,-,-,-,-,-,,,,,,,,,,
Toilet Tissue Rolls,Origami,"Origami 4-Ply Toilet Paper Rolls - Pack of 4 (140 Sheets per Roll, 560 Total Sheets)",OR4PLYLUCP04,12,540,,,,,B0DF528DX8,-,-,-,-,-,-,,,,,,,,,,
Toilet Tissue Rolls,Origami,"Origami So Soft - 3 Ply Toilet Paper | Tissue Roll - 10 in 1 - (3 Ply, 160 Sheets)",,0,540,,,,,B0DF528DX8,TPOG5WAE7MRXFEYE,-,-,-,-,-,,,,,,,,,,
Toilet Tissue Rolls,Origami,"Origami Luxuria Toilet roll, 12 in 1 , 140 pulls, 3 ply",ORLUX12IN11680,,760,6,,18%,8906004865541,B0DCZPQGD6,-,-,-,-,-,-,,,,,,,,,,
Coconut coir,Good Karma,Good Karma Eco-Friendly Coconut Coir Scrubber for Utensils & Dishes Cleaning in Kitchen (Pack of 3),GKCOCOSCRUB,,149,16,68053000,18%,8906004860683,B0DCK989H3,-,-,-,-,-,-,,,,,,,,,,
Plain Napkins,Origami,Origami so-soft-2-ply-plain-table-top-box 50 pcs  ,SSNAPTT50S-4,10,360,14,48182000,18%,8906004862038-4,-,,,,,,,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Plain Napkins,Origami,Origami Disposable Party Paper Plates - 23cm - 50 Plates Per Pack - Pack of 2 - 100 Plates - Stripes,Plate23-50STRP-1,14,600,10,48236900,18%,8906004864186,B096MSRYQ2,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Box Facial Tissues,Origami,"Box Facial Tissues Pack of 6, 200 Pulls, 2 Ply",FTP6P200P2,10,1110,5,48182000,18%,8906004863073,B017ICNH6G,FLTG9YR9FP4VVUCU,-,-,-,-,590309861,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Kitchen Towel Rolls,Good Karma,Origami Good Karma Kitchen -Towel-2in1,GKKRP2P75P2,11,360,16,48182000,18%,8906004867057,B08P7CPGD9,-,,,,,,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Paper Plates,Origami,Origami Disposable Party Paper Plates - 23cm - 50 Plates Per Pack - Pack of 2-100 Plates - Polka Dots,OPP-50C-POLKADOT,16,600,10,48236900,18%,8906004864186,B096MPGZKF,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Paper Plates,Origami,Origami Disposable Party Paper Plates - 23cm - 50 Plates Per Pack - Pack of 2 - 100 Plates - Cakes & Coffee,Plate23-50CKE,13,600,10,48236900,18%,8906004864186,B096MT2B7Y,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Kitchen Towel Rolls,Good Karma,Origami Good Karma 2 Ply Unbleached Kitchen Towel - 2 in 1 - Pack of 3 - 6 Rolls - 450 Pulls,GKKRP6P75P2,11,540,4,48182000,18%,8906004868986,B0B36657GM,KNRGQ552JKPEAQK9,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Kitchen Towel Rolls,Good Karma,Origami Good Karma 2 Ply Unbleached Kitchen Towel - 2 in 1 - Pack of 3 - 6 Rolls - 450 Pulls,GKKRP6P75P2,11,540,4,48182000,18%,8906004868986,B0B36657GM,KNRGA24E95WKHZHH,,,,,,,,,,,,,,,
Toilet Tissue Rolls,Origami,"Toilet Roll Pack of 6, 160 Pulls, 3 Ply - Pack of 2",TR6X1-12P3P,11,540,8,48181000,18%,8906004861130,B016Y37JLE,-,-,-,-,-,590307594,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Plain Napkins,Origami,Origami Klassic Tissue Paper Napkins - Pack of 3,KLANAP3P,8,135,,48182000,18%,8906004862458,B0CTVF7YTS,NAPGYGW9H3GKSQDE,-,,,,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Paper Cups,Origami,Origami Disposable Party Paper Cups/Paper Glass - 200ml - 50 Cups Per Pack - Pack of 4-200 Cups - Stripes,CUP200ML20SX4,13,720,10,48236900,18%,8906004863714,B016PXYBDM,-,-,-,-,-,590772039,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Paper Cups,Origami,Origami Disposable Party Paper Cups/Paper Glass - 200ml - 50 Cups Per Pack - Pack of 4-200 Cups - Flowers,OG-DNEK-7FAD,12,720,10,48236900,18%,8906004863714-4,B08ZJGT2K3,-,-,-,-,-,-,,,,,,,,,,
Non-Woven Kitchen Towel Rolls,Origami,"Origami Non Woven Washable & Reusable Kitchen Towel Roll - Pack of 2 (200 Pulls Per Roll, 200 Sheets)",ORKTNW100PO1,12,321,28,56031200,18%,8906004868252,B0DC438275,-,-,-,-,-,-,,,,,,,,,,
Plain Napkins,Origami,Origami Klassic Tissue Paper Napkins - Pack of 6,KLANAP6P,8,270,,48182000,18%,8906004862458,B0CTVGS4PV,NAPGYGWZHNUGAMR7,-,,,,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Plain Napkins,Origami,Origami Klassic Tissue Paper Napkins - Pack of 6,KLANAP6P,8,270,,48182000,18%,8906004862458,B0CTVGS4PV,NAPH48XTBNVHUXTM,,,,,,,,,,,,,,,
Non-Woven Kitchen Towel Rolls,Origami,"Non Woven Kitchen Rolls Pack of 3, 80 Pulls",NW_Pk_6_FBA,11,660,,,,,,,,,,,,,,,,,,,,,
Non-Woven Kitchen Towel Rolls,Origami,"Origami Non Woven Reusable Kitchen Towel Roll - Pack of 2 (80 Pulls Per Roll, 160 Sheets)",ORKTSINGL080P2P_Red_AZ,10,380,,,,,,,,,,,,,,,,,,,,,
Paper Cups,Origami,Origami Disposable Party Paper Cups/Paper Glass - 200ml - 50 Cups Per Pack - Pack of 4-200 Cups - Stars,ORCP200ML200COS,15,720,10,48236900,18%,8906004863714-4,B08ZJHMK6Z,-,-,-,-,-,-,,,,,,,,,,
Wet Tissues,Origami,Origami Wet Wipes Pack of 4- 80 Pulls (Aloe Vera),LWW-ALOEVERA-20P,16,380,12,33079090,18%,8906004865862,B09TTFBD3X,-,-,-,-,-,-,,,,,,,,,,
Cotton Pads,Origami,Origami Cotton Pad Rounds Pack of 3,ORGCP2X3,8,420,8,56012190,12%,8906004877018,B0CQT4Z4S7,-,-,-,-,-,-,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Box Facial Tissues,Origami,"Box Facial Tissues Pack of 6, 100 Pulls, 3 Ply",FTP6P100P3,10,900,5,48182000,18%,8906004865671,B09C3R777J,-,-,-,-,-,600636810,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Toilet Tissue Rolls,Origami,"Toilet Roll Pack of 4, 340 Pulls, 3 Ply",TRP4P340P3,10,375,12,48181000,18%,8906004861147,B00W1SODT8,TPOGPK47RGDGVTYK,101584,10001540,13810,120285,590308641,,30%,27%,46%,35.40%,26%,40%,32%,35%,33%
Paper Cups,Origami,Origami Disposable Party Paper Cups/Paper Glass - 200ml - 50 Cups Per Pack - Pack of 4-200 Cups - Circles,,0,720,10,48236900,18%,8906004863714-4,B08ZJJGZ1P,-,-,-,-,-,-,,,,,,,,,,
Toilet Tissue Rolls,,,8906004861147-8,,,,,,,,TPOGPK4DSSZYKZKF,,,,,,,,,,,,,,,
Box Facial Tissues,,,ORI-SS-TT-1PLY-100S-PK6,,,,,,,,FLTGBYNFDF6GWKQX,,,,,,,,,,,,,,,
Kitchen Towel Rolls,,,KT-2X1-PK3-OS,,,,,,,,KNRFZUWFG9GZU3TV,,,,,,,,,,,,,,,
Toilet Tissue Rolls,,,SS-TR-3PLY-4X1-PK2,,,,,,,,TPOG9XWDZXGCSGNZ,,,,,,,,,,,,,,,
Box Facial Tissues,,,GK-FT-PK4-400PL,,,,,,,,FLTGQ54NFVW6VB92,,,,,,,,,,,,,,,
Plain Napkins,,,SS-2PLY-FT_200P-PK2-OS,,370,,,,,,NAPFXW8VEGHUMXQB,,,,,,,,,,,,,,,
Kitchen Towel Rolls,,,8906004864254,,,,,,,,KNRFPUHFKYSVVZYB,,,,,,,,,,,,,,,
Plain Napkins,,,SS-TT-1PLY-100S-PK6,,,,,,,,NAPGA38VXFANAYDH,,,,,,,,,,,,,,,
Plain Napkins,,,KLANAP_3P,,135,,,,,,NAPH48YPVSG8KEU5,,,,,,,,,,,,,,,
Plain Napkins,,,KLANAP_2P,,90,,,,,,NAPH48YFFFEPXT8W,,,,,,,,,,,,,,,
Plain Napkins,,,SS-TP-COCKTAIL_100S-PK8,,336,,,,,,NAPGA38QH7BAURCG,,,,,,,,,,,,,,,
Plain Napkins,,,GK2PN_200,,,,,,,,NAPH48YBH8TH7XKG,,,,,,,,,,,,,,,
Plain Napkins,,,GK1PN_200,,160,,,,,,NAPH48YTBRHVZAZF,,,,,,,,,,,,,,,
Toilet Seat Covers,,,TSCP2S40,,,,,,,,TSCGTADKRHHEX4WS,,,,,,,,,,,,,,,
Kitchen Towel Rolls,,,KT-2X1-PK3-OS2,,,,,,,,KNRFQYD5QAJGDHUG,,,,,,,,,,,,,,,
Plain Napkins,,,LUX-3PLY-PHT_10S-10X1-PK4,,396,,,,,,NAPGA38TKZQSBGRT,,,,,,,,,,,,,,,
Kitchen Towel Rolls,,,NON-WOVEN-PK2-OS-3,,,,,,,,KNRFUYGX7U5RWRZM,,,,,,,,,,,,,,,
Box Facial Tissues,,,SFTP1P200P2,,,,,,,,FLTGYDUZWZQRHFGG,,,,,,,,,,,,,,,
Toilet Seat Covers,,,TSCP2S60,,540,,,,,,TSCGTAEVZFBR5F6H,,,,,,,,,,,,,,,
Toilet Seat Covers,,,TSCP2P20,,180,,,,,,TSCGTAP8ZXGCRFGB,,,,,,,,,,,,,,,
Plain Napkins,,,GK1PN200,,160,,,,,,NAPH3YZVUCE8E8YP,,,,,,,,,,,,,,,
Kitchen Towel Rolls,,,GK2KT150,,200,,,,,,KNRH3XWGGWZFXSQM,,,,,,,,,,,,,,,
Kitchen Towel Rolls,,,GK2KT_150,,200,,,,,,KNRH48S2HYJNRAUS,,,,,,,,,,,,,,,
Toilet Tissue Rolls,Origami,"Toilet Roll Pack of 24, 160 Pulls, 3 Ply",SSTR10IN1100G3P_AZ_2,20,1140,4,48181000,18%,8906004863844,B079YRBGQQ,TPOGPK3WEWFHXBFH,-,-,-,-,,,,,,,,,,,
Toilet Tissue Rolls,Origami,"Origami So Soft 3 Ply Toilet Tissue Rolls 12 in 1 - Pack of 4 - Total 48 Rolls - 160 Pulls Per Roll - Total 7680 Pulls (Pack of 4) Toilet Paper Roll (3 Ply, 160 Sheets)",SSTR10IN1100G3P_AZ_4,20,2280,2,48181000,18%,8906004863844-4,B079YLNBGG,TPOG9XWDMR7RJ2PH,-,-,-,-,-,,,,,,,,,,
Box Facial Tissues,Origami,"Box Facial Tissues Pack of 4, 100 Pulls, 1 Ply (Inter folded Towel)",IPTPO4100P1PLY,14,340,10,48182000,18%,8906004866913,B08MXVRMBP,FLTGPK34GH42QGZH,-,-,,-,590309859,,,,,,,,,,
Paper Plates,Origami,Luxuria Pulp Plate Pack of 50 Plates,DH-IU62-B852,12,600,8,48237010,12%,8906004865701,B07DXQFLTX,-,-,-,-,-,-,,,,,,,,,,
Toilet Tissue Rolls,Origami,"Origami So Soft 3 Ply Toilet Paper / Toilet Roll / Tissue Roll - 10 x 9.8 cm - 160 Pulls Per Roll - 6 in 1 - Pack of 3 - 18 Rolls, 2880 Pulls",SSTR06IN1100G3P_AZ,18,870,1,48181000,18%,8906004861130,B00W1SOFZU,TPOG38YATBKFV4YJ,-,-,-,-,590307594,,,,,,,,,,
Kitchen Towel Rolls,Origami,Origami So Soft Kitchen Towel Roll - 60 Pieces (Pack of 4),KTP4P60P2,9,299,12,48181000,18%,8906004860355,B0CHYC8CR2,KNRGRYAEAENNMJRK,,,,,,,,,,,,,,,
Paper Plates,Origami,Origami Disposable Party Paper Plates - 23cm - 50 Plates Per Pack - Pack of 2-100 Plates - Polka Dots,OPP-50C-POLKADOT,16,600,10,48236900,18%,8906004864186,B096MPGZKF,-,-,-,-,-,-,,,,,,,,,,
Paper Cups,Origami,Origami Disposable Rippled Glasses - Pack of 50(250ML),RIPPLE250ML5P,13,850,,48236900,18%,,B0CZ4BRGFH,-,-,-,-,-,-,,,,,,,,,,
Plain Napkins,Good Karma ,Origami Napkins Brown Paper Napkins (2 Sheets),GK2PN200,8,170,,,18%,,,NAPH3XX2YNTQCDHY,,,,,,,,,,,,,,,
Toilet Tissue Rolls,Origami,Origami So Soft Toilet Roll (4 Rolls in 1) Pack of 2 - 3 Ply - 340 Sheets per Roll,SSTR4X1-2,9,750,6,48181000,18%,8906004861109,-,TPOFGPZF9UDBRHHG,-,-,-,-,-,,,,,,,,,,
Paper Cups,Origami,Origami Disposable Party Paper Cups/Paper Glass - 200ml - 50 Cups Per Pack - Pack of 4-200 Cups - Cakes & Coffee,,0,720,10,48236900,18%,8906004863714-4,B08ZJJ3773,-,-,-,-,-,-,,,,,,,,,,
Paper Plates,Origami,Origami Pulp Plate round | 260 mm | 25 pieces | Pack of 2,ORPPR26cm25P,,560,24,48236900,18%,8906004861314-2,B0DG2XWP9S,-,-,-,-,-,-,,,,,,,,,,
Toilet Tissue Rolls,Origami,"Origami Eco Range Interfolded Paper Towels, Pack of 1, 125 sheets, 1 ply",ORINPTPO1125,12,75,,,18%,8906004867682,B0D9KJFLQF,-,-,,,,-,,,,,,,,,,
Toilet Tissue Rolls,Origami,"Origami Eco Range Interfolded Paper Towels, Pack of 6, 750 sheets, 1 ply",ORINPTPO6750,12,450,,,18%,8906004867101,B0D9KKDLSD,-,-,,,,-,,,,,,,,,,
Kitchen Towel Rolls,Origami,Origami So Soft Kitchen Towel Roll - 60 Pieces (Pack of 4),NWKT4x1P2,9,299,12,48181000,18%,8906004860355,B0CHYC8CR2,KNRGYDZBA8DXWX6D,-,-,-,-,-,,,,,,,,,,
Kitchen Towel Rolls,Origami,"Origami Luxuria Kitchen Towel, Single, 300 Pulls, 2 Ply",LKTSINGLE300P,13,350,16,48182000,18%,8906004864223,B07DXQ7LMF,KNRGYDZ4EGHYKTEA,-,-,49955,d9bfc377-2433-40b3-8edc-0c66741a4634,-,,,,,,,,,,
Kitchen Towel Rolls,Origami,"Kitchen Rolls Pack of 6, 60 Pulls, 2 Ply",ORI-KT-2PLY-2X1-PK3,19,570,8,48181000,18%,8906004864247,B0936NLJDC,KNRGA24EGVXPFWWK,,,,,,,,,,,,,,,
Plain Napkins,Origami,Origami Luxuria Soft 2 Ply Printed Tissue Paper 50 Paper Serviettes - Pack of 6 White Paper Napkins,LUX-2PLY-TP_50S-PTD-PK6,27,450,,48181000,18%,,,NAPGA38KSMYA5FWS,,,,,,,,,,,,,,,
Plain Napkins,Origami,Origami So Soft Plain 2Ply Tissue Paper Napkin Box- Table Top - 100 Serviettes per Box - Total 600 Servietters - Pack of 6 Boxes White Paper Napkins,SS-TT-1PLY-100S-PK6,33,450,6,48181000,18%,,,NAPGA38VXFANAYDH,,,,,,,,,,,,,,,
Plain Napkins,Good Karma ,"Origami Good Karma Paper Serviettes -50 pull, 2 ply, 32cm*32cm- Pack of 6 Light Brown Paper Napkins",GK-TP-2PLY-50S-PK6,24,480,,,18%,,,NAPGA37XA9ZBK3FX,,,,,,,,,,,,,,,
Plain Napkins,Good Karma ,"Origami Good Karma Paper Serviettes - 100 napkins, 1 ply, 30cm*30cm - pack of 6 Light Brown Paper Napkins",GK-TP-1PLY-100S-PK6,24,468,,,,,,NAPGA38HQGT53AZM,,,,,,,,,,,,,,,
Toilet Tissue Rolls,Good Karma,"Good Karma 3 Ply Toilet Tissue Paper Roll, 320 Pulls",GK3TP320,8,80,18,48181000,18%,,B0D5BNRTNF,TPOH48X6HSUZZMR3,-,,,,-,,,,,,,,,,
Toilet Tissue Rolls,Origami,"Origami Luxuria 3 ply Toilet TIssue Roll - Pack of 12 rolls - 140 pulls per roll - 1680 pulls Toilet Paper Roll (3 Ply, 140 Sheets)",LTR12R3P140S,12,760,6,48181000,18%,8906004865541,B07DXHS3R4,TPOG3GHFCAWCSXTU,-,-,-,-,-,,,,,,,,,,
